2023-05-17 23:32:11,360:INFO:root:{'in_channels': 11, 'out_channels': 1, 'hidden_dim_1': 64, 'hidden_dim_2': 128, 'hidden_dim_3': 32, 'lr': 0.001, 'batch_size': 20, 'num_epochs': 100, 'processing_steps': 10, 'criterion': MSELoss(), 'criterion2': CrossEntropyLoss(), 'nnconv_aggr': 'max'}
2023-05-17 23:33:01,010:INFO:root:GNNModel(
  (conv1): NNConv(11, 64, aggr=max, nn=Sequential(
    (0): Linear(in_features=5, out_features=128, bias=True)
2023-05-18 00:22:05,433:INFO:root:Epoch: 28, Validation Loss: 0.8872
2023-05-18 00:23:40,956:INFO:root:Epoch: 29, Training Loss: 0.8809
2023-05-18 00:23:45,192:INFO:root:Epoch: 29, Validation Loss: 0.9159
2023-05-18 00:25:19,475:INFO:root:Epoch: 30, Training Loss: 0.8764
2023-05-18 00:25:23,689:INFO:root:Epoch: 30, Validation Loss: 0.8821
2023-05-18 00:27:00,062:INFO:root:Epoch: 31, Training Loss: 0.8723
2023-05-18 00:27:04,614:INFO:root:Epoch: 31, Validation Loss: 0.8669
2023-05-18 00:28:43,009:INFO:root:Epoch: 32, Training Loss: 0.8727
2023-05-18 00:28:47,390:INFO:root:Epoch: 32, Validation Loss: 0.8722
2023-05-18 00:30:26,628:INFO:root:Epoch: 33, Training Loss: 0.8740
2023-05-18 00:30:32,086:INFO:root:Epoch: 33, Validation Loss: 0.8819
2023-05-18 00:32:11,571:INFO:root:Epoch: 34, Training Loss: 0.8671
2023-05-18 00:32:16,238:INFO:root:Epoch: 34, Validation Loss: 0.8586
2023-05-18 00:33:52,114:INFO:root:Epoch: 35, Training Loss: 0.8652
2023-05-18 00:33:56,476:INFO:root:Epoch: 35, Validation Loss: 0.8636
2023-05-18 00:35:31,430:INFO:root:Epoch: 36, Training Loss: 0.8669
2023-05-18 00:35:36,171:INFO:root:Epoch: 36, Validation Loss: 0.8592
2023-05-18 00:37:12,365:INFO:root:Epoch: 37, Training Loss: 0.8605
2023-05-18 00:37:16,846:INFO:root:Epoch: 37, Validation Loss: 0.8802
2023-05-18 00:38:50,826:INFO:root:Epoch: 38, Training Loss: 0.8579
2023-05-18 00:38:55,214:INFO:root:Epoch: 38, Validation Loss: 0.8856
2023-05-18 00:40:31,685:INFO:root:Epoch: 39, Training Loss: 0.8575
2023-05-18 00:40:36,591:INFO:root:Epoch: 39, Validation Loss: 0.8455
2023-05-18 00:42:14,821:INFO:root:Epoch: 40, Training Loss: 0.8546
2023-05-18 00:42:19,359:INFO:root:Epoch: 40, Validation Loss: 0.8986
2023-05-18 00:44:14,686:INFO:root:Epoch: 41, Training Loss: 0.8533
2023-05-18 00:44:20,914:INFO:root:Epoch: 41, Validation Loss: 0.8858
2023-05-18 00:46:20,255:INFO:root:Epoch: 42, Training Loss: 0.8506
2023-05-18 00:46:24,516:INFO:root:Epoch: 42, Validation Loss: 0.8347
2023-05-18 00:48:00,293:INFO:root:Epoch: 43, Training Loss: 0.8487
2023-05-18 00:48:04,691:INFO:root:Epoch: 43, Validation Loss: 0.8603
2023-05-18 00:49:38,720:INFO:root:Epoch: 44, Training Loss: 0.8470
2023-05-18 00:49:43,025:INFO:root:Epoch: 44, Validation Loss: 0.8408
2023-05-18 00:51:17,931:INFO:root:Epoch: 45, Training Loss: 0.8500
2023-05-18 00:51:22,091:INFO:root:Epoch: 45, Validation Loss: 0.8504
2023-05-18 00:52:58,309:INFO:root:Epoch: 46, Training Loss: 0.8466
2023-05-18 00:53:02,821:INFO:root:Epoch: 46, Validation Loss: 0.8488
2023-05-18 00:54:38,697:INFO:root:Epoch: 47, Training Loss: 0.8434
2023-05-18 00:54:43,348:INFO:root:Epoch: 47, Validation Loss: 0.8591
2023-05-18 00:56:22,895:INFO:root:Epoch: 48, Training Loss: 0.8383
2023-05-18 00:56:27,437:INFO:root:Epoch: 48, Validation Loss: 0.8447
2023-05-18 00:58:06,452:INFO:root:Epoch: 49, Training Loss: 0.8390
2023-05-18 00:58:10,760:INFO:root:Epoch: 49, Validation Loss: 0.8697
2023-05-18 00:59:47,271:INFO:root:Epoch: 50, Training Loss: 0.8382
2023-05-18 00:59:51,540:INFO:root:Epoch: 50, Validation Loss: 0.8634
2023-05-18 01:01:29,560:INFO:root:Epoch: 51, Training Loss: 0.8362
2023-05-18 01:01:34,179:INFO:root:Epoch: 51, Validation Loss: 0.8371
2023-05-18 01:03:09,754:INFO:root:Epoch: 52, Training Loss: 0.8320
2023-05-18 01:03:14,183:INFO:root:Epoch: 52, Validation Loss: 0.8371
2023-05-18 01:04:49,821:INFO:root:Epoch: 53, Training Loss: 0.8327
2023-05-18 01:04:54,290:INFO:root:Epoch: 53, Validation Loss: 0.8766
2023-05-18 01:06:30,678:INFO:root:Epoch: 54, Training Loss: 0.8306
2023-05-18 01:06:34,907:INFO:root:Epoch: 54, Validation Loss: 0.8632
2023-05-18 01:08:08,531:INFO:root:Epoch: 55, Training Loss: 0.8273
2023-05-18 01:08:13,273:INFO:root:Epoch: 55, Validation Loss: 0.8483
2023-05-18 01:09:49,917:INFO:root:Epoch: 56, Training Loss: 0.8256
2023-05-18 01:09:54,629:INFO:root:Epoch: 56, Validation Loss: 0.8171
2023-05-18 01:11:47,220:INFO:root:Epoch: 57, Training Loss: 0.8274
2023-05-18 01:11:52,084:INFO:root:Epoch: 57, Validation Loss: 0.8262
2023-05-18 01:13:34,173:INFO:root:Epoch: 58, Training Loss: 0.8219
2023-05-18 01:13:38,444:INFO:root:Epoch: 58, Validation Loss: 0.8211
2023-05-18 01:15:12,787:INFO:root:Epoch: 59, Training Loss: 0.8232
2023-05-18 01:15:17,442:INFO:root:Epoch: 59, Validation Loss: 0.8421
2023-05-18 01:16:52,886:INFO:root:Epoch: 60, Training Loss: 0.8228
2023-05-18 01:16:57,097:INFO:root:Epoch: 60, Validation Loss: 0.8347
2023-05-18 01:18:32,706:INFO:root:Epoch: 61, Training Loss: 0.8192
2023-05-18 01:18:37,141:INFO:root:Epoch: 61, Validation Loss: 0.8602
2023-05-18 01:20:12,191:INFO:root:Epoch: 62, Training Loss: 0.8209
2023-05-18 01:20:16,454:INFO:root:Epoch: 62, Validation Loss: 0.8266
2023-05-18 01:21:53,257:INFO:root:Epoch: 63, Training Loss: 0.8198
2023-05-18 01:21:57,476:INFO:root:Epoch: 63, Validation Loss: 0.8620
2023-05-18 01:23:33,952:INFO:root:Epoch: 64, Training Loss: 0.8169
2023-05-18 01:23:38,241:INFO:root:Epoch: 64, Validation Loss: 0.8406
2023-05-18 01:25:17,719:INFO:root:Epoch: 65, Training Loss: 0.8192
2023-05-18 01:25:22,272:INFO:root:Epoch: 65, Validation Loss: 0.8550
2023-05-18 01:27:02,710:INFO:root:Epoch: 66, Training Loss: 0.8162
2023-05-18 01:27:07,033:INFO:root:Epoch: 66, Validation Loss: 0.8273
2023-05-18 01:28:41,966:INFO:root:Epoch: 67, Training Loss: 0.8158
2023-05-18 01:28:46,416:INFO:root:Epoch: 67, Validation Loss: 0.8375
2023-05-18 01:30:23,060:INFO:root:Epoch: 68, Training Loss: 0.8141
2023-05-18 01:30:27,644:INFO:root:Epoch: 68, Validation Loss: 0.8264
2023-05-18 01:32:02,362:INFO:root:Epoch: 69, Training Loss: 0.8149
2023-05-18 01:32:06,901:INFO:root:Epoch: 69, Validation Loss: 0.8270
2023-05-18 01:33:42,357:INFO:root:Epoch: 70, Training Loss: 0.8134
2023-05-18 01:33:46,680:INFO:root:Epoch: 70, Validation Loss: 0.8714
2023-05-18 01:35:20,686:INFO:root:Epoch: 71, Training Loss: 0.8119
2023-05-18 01:35:25,065:INFO:root:Epoch: 71, Validation Loss: 0.8156
2023-05-18 01:37:03,386:INFO:root:Epoch: 72, Training Loss: 0.8094
2023-05-18 01:37:07,675:INFO:root:Epoch: 72, Validation Loss: 0.8273
2023-05-18 01:38:46,143:INFO:root:Epoch: 73, Training Loss: 0.8106
2023-05-18 01:38:50,616:INFO:root:Epoch: 73, Validation Loss: 0.8263
2023-05-18 01:40:31,364:INFO:root:Epoch: 74, Training Loss: 0.8093
2023-05-18 01:40:36,016:INFO:root:Epoch: 74, Validation Loss: 0.8317
2023-05-18 01:42:13,192:INFO:root:Epoch: 75, Training Loss: 0.8108
2023-05-18 01:42:17,393:INFO:root:Epoch: 75, Validation Loss: 0.8190
2023-05-18 01:44:06,849:INFO:root:Epoch: 76, Training Loss: 0.8063
2023-05-18 01:44:14,587:INFO:root:Epoch: 76, Validation Loss: 0.8214
2023-05-18 01:46:06,797:INFO:root:Epoch: 77, Training Loss: 0.8070
2023-05-18 01:46:11,317:INFO:root:Epoch: 77, Validation Loss: 0.8083
2023-05-18 01:47:49,957:INFO:root:Epoch: 78, Training Loss: 0.8072
2023-05-18 01:47:54,404:INFO:root:Epoch: 78, Validation Loss: 0.8080
2023-05-18 01:49:28,600:INFO:root:Epoch: 79, Training Loss: 0.8062
2023-05-18 01:49:32,901:INFO:root:Epoch: 79, Validation Loss: 0.8464
2023-05-18 01:51:08,791:INFO:root:Epoch: 80, Training Loss: 0.8051
2023-05-18 01:51:13,021:INFO:root:Epoch: 80, Validation Loss: 0.8284
2023-05-18 01:52:50,797:INFO:root:Epoch: 81, Training Loss: 0.8050
2023-05-18 01:52:55,354:INFO:root:Epoch: 81, Validation Loss: 0.8411
2023-05-18 01:54:37,061:INFO:root:Epoch: 82, Training Loss: 0.8049
2023-05-18 01:54:41,715:INFO:root:Epoch: 82, Validation Loss: 0.8113
2023-05-18 01:56:18,303:INFO:root:Epoch: 83, Training Loss: 0.8034
2023-05-18 01:56:22,652:INFO:root:Epoch: 83, Validation Loss: 0.8215
2023-05-18 01:57:57,762:INFO:root:Epoch: 84, Training Loss: 0.8019
2023-05-18 01:58:02,819:INFO:root:Epoch: 84, Validation Loss: 0.8295
2023-05-18 01:59:39,159:INFO:root:Epoch: 85, Training Loss: 0.8017
2023-05-18 01:59:43,724:INFO:root:Epoch: 85, Validation Loss: 0.8160
2023-05-18 02:01:17,620:INFO:root:Epoch: 86, Training Loss: 0.7998
2023-05-18 02:01:22,054:INFO:root:Epoch: 86, Validation Loss: 0.8303
2023-05-18 02:02:57,670:INFO:root:Epoch: 87, Training Loss: 0.8011
2023-05-18 02:03:02,166:INFO:root:Epoch: 87, Validation Loss: 0.8087
2023-05-18 02:04:36,698:INFO:root:Epoch: 88, Training Loss: 0.8000
2023-05-18 02:04:41,207:INFO:root:Epoch: 88, Validation Loss: 0.8042
2023-05-18 02:06:21,009:INFO:root:Epoch: 89, Training Loss: 0.8003
2023-05-18 02:06:25,638:INFO:root:Epoch: 89, Validation Loss: 0.8173
2023-05-18 02:08:05,706:INFO:root:Epoch: 90, Training Loss: 0.7995
2023-05-18 02:08:10,062:INFO:root:Epoch: 90, Validation Loss: 0.8465
2023-05-18 02:09:49,467:INFO:root:Epoch: 91, Training Loss: 0.8011
2023-05-18 02:09:53,722:INFO:root:Epoch: 91, Validation Loss: 0.8266
2023-05-18 02:11:29,329:INFO:root:Epoch: 92, Training Loss: 0.7988
2023-05-18 02:11:34,017:INFO:root:Epoch: 92, Validation Loss: 0.8065
2023-05-18 02:13:14,796:INFO:root:Epoch: 93, Training Loss: 0.7951
2023-05-18 02:13:19,057:INFO:root:Epoch: 93, Validation Loss: 0.8444
2023-05-18 02:14:58,904:INFO:root:Epoch: 94, Training Loss: 0.7974
2023-05-18 02:15:03,498:INFO:root:Epoch: 94, Validation Loss: 0.8197
2023-05-18 02:16:37,390:INFO:root:Epoch: 95, Training Loss: 0.7952
2023-05-18 02:16:41,624:INFO:root:Epoch: 95, Validation Loss: 0.8140
2023-05-18 02:18:16,369:INFO:root:Epoch: 96, Training Loss: 0.7958
2023-05-18 02:18:20,647:INFO:root:Epoch: 96, Validation Loss: 0.8324
2023-05-18 02:19:56,701:INFO:root:Epoch: 97, Training Loss: 0.7925
2023-05-18 02:20:01,448:INFO:root:Epoch: 97, Validation Loss: 0.8002
2023-05-18 02:21:43,310:INFO:root:Epoch: 98, Training Loss: 0.7938
2023-05-18 02:21:47,863:INFO:root:Epoch: 98, Validation Loss: 0.8193
2023-05-18 02:23:29,953:INFO:root:Epoch: 99, Training Loss: 0.7924
2023-05-18 02:23:34,596:INFO:root:Epoch: 99, Validation Loss: 0.8085
2023-05-18 02:23:34,596:INFO:root:Training time: 10177.892394304276
2023-05-18 02:23:39,083:INFO:root:Test Loss before training: 11.2977
2023-05-18 02:23:39,083:INFO:root:Test Loss after training: 0.7605
