2023-05-23 10:23:18,070:INFO:{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'val_loss'}, 'parameters': {'batch_size': {'distribution': 'q_log_uniform_values', 'max': 256, 'min': 16, 'q': 8}, 'criterion': {'value': 'MSELoss()'}, 'epochs': {'values': [20, 40, 60, 80]}, 'hidden_dim_1': {'value': 64}, 'hidden_dim_2': {'value': 128}, 'hidden_dim_3': {'value': 32}, 'in_channels': {'value': 11}, 'lr': {'distribution': 'uniform', 'max': 0.1, 'min': 0}, 'optimizer': {'value': 'adam'}, 'out_channels': {'value': 1}}}
2023-05-23 10:23:18,348:INFO:GCN(
  (conv1): GCNConv(11, 64)
  (conv2): GCNConv(64, 128)
  (global_pool): MaxAggregation()
  (fc1): Linear(in_features=128, out_features=32, bias=True)
2023-05-23 11:02:06,183:INFO:Epoch: 28, Training Loss: 2.2820
2023-05-23 11:02:10,594:INFO:Epoch: 28, Validation Loss: 2.2953
2023-05-23 11:03:20,749:INFO:Epoch: 29, Training Loss: 2.2808
2023-05-23 11:03:25,113:INFO:Epoch: 29, Validation Loss: 2.3275
2023-05-23 11:04:37,205:INFO:Epoch: 30, Training Loss: 2.2818
2023-05-23 11:04:41,395:INFO:Epoch: 30, Validation Loss: 2.2908
2023-05-23 11:05:53,901:INFO:Epoch: 31, Training Loss: 2.2808
2023-05-23 11:05:58,129:INFO:Epoch: 31, Validation Loss: 2.2942
2023-05-23 11:07:15,404:INFO:Epoch: 32, Training Loss: 2.2813
2023-05-23 11:07:19,806:INFO:Epoch: 32, Validation Loss: 2.2876
2023-05-23 11:08:32,941:INFO:Epoch: 33, Training Loss: 2.2809
2023-05-23 11:08:37,585:INFO:Epoch: 33, Validation Loss: 2.2958
2023-05-23 11:09:51,598:INFO:Epoch: 34, Training Loss: 2.2800
2023-05-23 11:09:57,177:INFO:Epoch: 34, Validation Loss: 2.3170
2023-05-23 11:11:13,265:INFO:Epoch: 35, Training Loss: 2.2807
2023-05-23 11:11:17,736:INFO:Epoch: 35, Validation Loss: 2.2876
2023-05-23 11:12:28,789:INFO:Epoch: 36, Training Loss: 2.2806
2023-05-23 11:12:33,221:INFO:Epoch: 36, Validation Loss: 2.3771
2023-05-23 11:13:43,237:INFO:Epoch: 37, Training Loss: 2.2832
2023-05-23 11:13:47,653:INFO:Epoch: 37, Validation Loss: 2.2879
2023-05-23 11:15:01,094:INFO:Epoch: 38, Training Loss: 2.2814
2023-05-23 11:15:06,268:INFO:Epoch: 38, Validation Loss: 2.2968
2023-05-23 11:16:16,538:INFO:Epoch: 39, Training Loss: 2.2813
2023-05-23 11:16:21,493:INFO:Epoch: 39, Validation Loss: 2.2903
2023-05-23 11:16:28,495:INFO:Test Loss: 2.1656
2023-05-23 11:16:43,662:INFO:{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'val_loss'}, 'parameters': {'batch_size': {'distribution': 'q_log_uniform_values', 'max': 256, 'min': 16, 'q': 8}, 'criterion': {'value': 'MSELoss()'}, 'epochs': {'values': [20, 40, 60, 80]}, 'hidden_dim_1': {'value': 64}, 'hidden_dim_2': {'value': 128}, 'hidden_dim_3': {'value': 32}, 'in_channels': {'value': 11}, 'lr': {'distribution': 'uniform', 'max': 0.1, 'min': 0}, 'optimizer': {'value': 'adam'}, 'out_channels': {'value': 1}}}
2023-05-23 11:16:43,865:INFO:GCN(
  (conv1): GCNConv(11, 64)
  (conv2): GCNConv(64, 128)
  (global_pool): MaxAggregation()
  (fc1): Linear(in_features=128, out_features=32, bias=True)
  (fc2): Linear(in_features=32, out_features=1, bias=True)
)
2023-05-23 11:18:24,156:INFO:Epoch: 0, Training Loss: 2.6351
2023-05-23 11:18:30,980:INFO:Epoch: 0, Validation Loss: 2.3158
2023-05-23 11:19:47,929:INFO:Epoch: 1, Training Loss: 2.2794
2023-05-23 11:19:53,362:INFO:Epoch: 1, Validation Loss: 2.3238
2023-05-23 11:21:07,432:INFO:Epoch: 2, Training Loss: 2.2815
2023-05-23 11:21:11,829:INFO:Epoch: 2, Validation Loss: 2.2876
2023-05-23 11:22:27,499:INFO:Epoch: 3, Training Loss: 2.2788
2023-05-23 11:22:32,334:INFO:Epoch: 3, Validation Loss: 2.2894
2023-05-23 11:23:56,303:INFO:Epoch: 4, Training Loss: 2.2834
2023-05-23 11:24:01,953:INFO:Epoch: 4, Validation Loss: 2.2915
2023-05-23 11:25:21,447:INFO:Epoch: 5, Training Loss: 2.2813
2023-05-23 11:25:26,357:INFO:Epoch: 5, Validation Loss: 2.2923
2023-05-23 11:26:36,571:INFO:Epoch: 6, Training Loss: 2.2801
2023-05-23 11:26:40,894:INFO:Epoch: 6, Validation Loss: 2.2950
2023-05-23 11:27:50,135:INFO:Epoch: 7, Training Loss: 2.2794
2023-05-23 11:27:54,428:INFO:Epoch: 7, Validation Loss: 2.2894
2023-05-23 11:29:04,035:INFO:Epoch: 8, Training Loss: 2.2817
2023-05-23 11:29:08,402:INFO:Epoch: 8, Validation Loss: 2.2887
2023-05-23 11:30:18,401:INFO:Epoch: 9, Training Loss: 2.2812
2023-05-23 11:30:22,678:INFO:Epoch: 9, Validation Loss: 2.2877
2023-05-23 11:31:31,780:INFO:Epoch: 10, Training Loss: 2.2829
2023-05-23 11:31:35,961:INFO:Epoch: 10, Validation Loss: 2.2956
2023-05-23 11:32:45,656:INFO:Epoch: 11, Training Loss: 2.2811
2023-05-23 11:32:50,135:INFO:Epoch: 11, Validation Loss: 2.2902
2023-05-23 11:34:03,823:INFO:Epoch: 12, Training Loss: 2.2816
2023-05-23 11:34:08,313:INFO:Epoch: 12, Validation Loss: 2.3062
2023-05-23 11:35:20,683:INFO:Epoch: 13, Training Loss: 2.2813
2023-05-23 11:35:24,982:INFO:Epoch: 13, Validation Loss: 2.3754
2023-05-23 11:36:41,525:INFO:Epoch: 14, Training Loss: 2.2806
2023-05-23 11:36:45,877:INFO:Epoch: 14, Validation Loss: 2.3079
2023-05-23 11:37:58,810:INFO:Epoch: 15, Training Loss: 2.2813
2023-05-23 11:38:03,358:INFO:Epoch: 15, Validation Loss: 2.3058
2023-05-23 11:39:18,423:INFO:Epoch: 16, Training Loss: 2.2798
2023-05-23 11:39:23,211:INFO:Epoch: 16, Validation Loss: 2.3382
2023-05-23 11:40:39,673:INFO:Epoch: 17, Training Loss: 2.2802
2023-05-23 11:40:44,060:INFO:Epoch: 17, Validation Loss: 2.2925
2023-05-23 11:41:55,837:INFO:Epoch: 18, Training Loss: 2.2797
2023-05-23 11:42:00,508:INFO:Epoch: 18, Validation Loss: 2.2915
2023-05-23 11:43:14,487:INFO:Epoch: 19, Training Loss: 2.2815
2023-05-23 11:43:21,290:INFO:Epoch: 19, Validation Loss: 2.2982
2023-05-23 11:44:54,263:INFO:Epoch: 20, Training Loss: 2.2801
2023-05-23 11:44:58,864:INFO:Epoch: 20, Validation Loss: 2.3427
2023-05-23 11:46:17,044:INFO:Epoch: 21, Training Loss: 2.2795
2023-05-23 11:46:21,461:INFO:Epoch: 21, Validation Loss: 2.2939
2023-05-23 11:47:33,582:INFO:Epoch: 22, Training Loss: 2.2797
2023-05-23 11:47:37,904:INFO:Epoch: 22, Validation Loss: 2.3543
2023-05-23 11:48:57,679:INFO:Epoch: 23, Training Loss: 2.2808
2023-05-23 11:49:02,825:INFO:Epoch: 23, Validation Loss: 2.3018
2023-05-23 11:50:20,061:INFO:Epoch: 24, Training Loss: 2.2814
2023-05-23 11:50:24,965:INFO:Epoch: 24, Validation Loss: 2.3001
2023-05-23 11:51:50,652:INFO:Epoch: 25, Training Loss: 2.2807
2023-05-23 11:51:57,183:INFO:Epoch: 25, Validation Loss: 2.2930
2023-05-23 11:53:20,758:INFO:Epoch: 26, Training Loss: 2.2806
2023-05-23 11:53:26,682:INFO:Epoch: 26, Validation Loss: 2.2891
2023-05-23 11:54:54,144:INFO:Epoch: 27, Training Loss: 2.2818
2023-05-23 11:54:58,513:INFO:Epoch: 27, Validation Loss: 2.2936
2023-05-23 11:56:12,310:INFO:Epoch: 28, Training Loss: 2.2820
2023-05-23 11:56:16,860:INFO:Epoch: 28, Validation Loss: 2.2952
2023-05-23 11:57:27,083:INFO:Epoch: 29, Training Loss: 2.2807
2023-05-23 11:57:31,524:INFO:Epoch: 29, Validation Loss: 2.3275
2023-05-23 11:58:47,809:INFO:Epoch: 30, Training Loss: 2.2818
2023-05-23 11:58:53,180:INFO:Epoch: 30, Validation Loss: 2.2908
2023-05-23 12:00:05,494:INFO:Epoch: 31, Training Loss: 2.2808
2023-05-23 12:00:10,013:INFO:Epoch: 31, Validation Loss: 2.2943
2023-05-23 12:01:23,470:INFO:Epoch: 32, Training Loss: 2.2813
2023-05-23 12:01:29,246:INFO:Epoch: 32, Validation Loss: 2.2876
2023-05-23 12:02:46,867:INFO:Epoch: 33, Training Loss: 2.2809
2023-05-23 12:02:51,273:INFO:Epoch: 33, Validation Loss: 2.2958
2023-05-23 12:04:02,272:INFO:Epoch: 34, Training Loss: 2.2799
2023-05-23 12:04:06,556:INFO:Epoch: 34, Validation Loss: 2.3171
2023-05-23 12:05:21,156:INFO:Epoch: 35, Training Loss: 2.2806
2023-05-23 12:05:25,535:INFO:Epoch: 35, Validation Loss: 2.2876
2023-05-23 12:06:39,606:INFO:Epoch: 36, Training Loss: 2.2806
2023-05-23 12:06:44,258:INFO:Epoch: 36, Validation Loss: 2.3769
2023-05-23 12:07:59,019:INFO:Epoch: 37, Training Loss: 2.2832
2023-05-23 12:08:03,623:INFO:Epoch: 37, Validation Loss: 2.2879
2023-05-23 12:09:17,909:INFO:Epoch: 38, Training Loss: 2.2814
2023-05-23 12:09:22,318:INFO:Epoch: 38, Validation Loss: 2.2968
2023-05-23 12:10:35,976:INFO:Epoch: 39, Training Loss: 2.2813
2023-05-23 12:10:40,442:INFO:Epoch: 39, Validation Loss: 2.2904
2023-05-23 12:11:51,548:INFO:Epoch: 40, Training Loss: 2.2805
2023-05-23 12:11:55,637:INFO:Epoch: 40, Validation Loss: 2.2885
2023-05-23 12:13:04,575:INFO:Epoch: 41, Training Loss: 2.2798
2023-05-23 12:13:08,900:INFO:Epoch: 41, Validation Loss: 2.2906
2023-05-23 12:14:18,312:INFO:Epoch: 42, Training Loss: 2.2795
2023-05-23 12:14:22,732:INFO:Epoch: 42, Validation Loss: 2.2972
2023-05-23 12:15:31,720:INFO:Epoch: 43, Training Loss: 2.2812
2023-05-23 12:15:37,081:INFO:Epoch: 43, Validation Loss: 2.2935
2023-05-23 12:16:47,939:INFO:Epoch: 44, Training Loss: 2.2809
2023-05-23 12:16:52,176:INFO:Epoch: 44, Validation Loss: 2.2876
2023-05-23 12:18:01,417:INFO:Epoch: 45, Training Loss: 2.2807
2023-05-23 12:18:05,621:INFO:Epoch: 45, Validation Loss: 2.3039
2023-05-23 12:19:14,200:INFO:Epoch: 46, Training Loss: 2.2800
2023-05-23 12:19:18,375:INFO:Epoch: 46, Validation Loss: 2.2880
2023-05-23 12:20:28,974:INFO:Epoch: 47, Training Loss: 2.2809
2023-05-23 12:20:33,268:INFO:Epoch: 47, Validation Loss: 2.3027
2023-05-23 12:21:44,496:INFO:Epoch: 48, Training Loss: 2.2811
2023-05-23 12:21:48,750:INFO:Epoch: 48, Validation Loss: 2.2910
2023-05-23 12:23:08,558:INFO:Epoch: 49, Training Loss: 2.2816
2023-05-23 12:23:13,205:INFO:Epoch: 49, Validation Loss: 2.2927
2023-05-23 12:24:27,977:INFO:Epoch: 50, Training Loss: 2.2813
2023-05-23 12:24:32,768:INFO:Epoch: 50, Validation Loss: 2.2889
2023-05-23 12:25:44,073:INFO:Epoch: 51, Training Loss: 2.2802
2023-05-23 12:25:48,168:INFO:Epoch: 51, Validation Loss: 2.2952
2023-05-23 12:26:57,360:INFO:Epoch: 52, Training Loss: 2.2813
2023-05-23 12:27:01,671:INFO:Epoch: 52, Validation Loss: 2.3236
2023-05-23 12:28:12,202:INFO:Epoch: 53, Training Loss: 2.2798
2023-05-23 12:28:16,453:INFO:Epoch: 53, Validation Loss: 2.2905
2023-05-23 12:29:25,688:INFO:Epoch: 54, Training Loss: 2.2797
2023-05-23 12:29:29,775:INFO:Epoch: 54, Validation Loss: 2.2906
2023-05-23 12:30:37,676:INFO:Epoch: 55, Training Loss: 2.2807
2023-05-23 12:30:41,835:INFO:Epoch: 55, Validation Loss: 2.2970
2023-05-23 12:31:49,679:INFO:Epoch: 56, Training Loss: 2.2801
2023-05-23 12:31:53,941:INFO:Epoch: 56, Validation Loss: 2.2876
2023-05-23 12:33:03,225:INFO:Epoch: 57, Training Loss: 2.2801
2023-05-23 12:33:07,430:INFO:Epoch: 57, Validation Loss: 2.2954
2023-05-23 12:34:15,910:INFO:Epoch: 58, Training Loss: 2.2804
2023-05-23 12:34:20,138:INFO:Epoch: 58, Validation Loss: 2.3209
2023-05-23 12:35:29,807:INFO:Epoch: 59, Training Loss: 2.2811
2023-05-23 12:35:34,012:INFO:Epoch: 59, Validation Loss: 2.3078
2023-05-23 12:35:41,642:INFO:Test Loss: 2.1777
2023-05-23 12:35:54,848:INFO:{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'val_loss'}, 'parameters': {'batch_size': {'distribution': 'q_log_uniform_values', 'max': 256, 'min': 16, 'q': 8}, 'criterion': {'value': 'MSELoss()'}, 'epochs': {'values': [20, 40, 60, 80]}, 'hidden_dim_1': {'value': 64}, 'hidden_dim_2': {'value': 128}, 'hidden_dim_3': {'value': 32}, 'in_channels': {'value': 11}, 'lr': {'distribution': 'uniform', 'max': 0.1, 'min': 0}, 'optimizer': {'value': 'adam'}, 'out_channels': {'value': 1}}}
2023-05-23 12:35:55,066:INFO:GCN(
  (conv1): GCNConv(11, 64)
  (conv2): GCNConv(64, 128)
  (global_pool): MaxAggregation()
  (fc1): Linear(in_features=128, out_features=32, bias=True)
  (fc2): Linear(in_features=32, out_features=1, bias=True)
)
2023-05-23 12:37:24,180:INFO:Epoch: 0, Training Loss: 1.4581
2023-05-23 12:37:30,756:INFO:Epoch: 0, Validation Loss: 1.4746
2023-05-23 12:38:26,903:INFO:Epoch: 1, Training Loss: 1.3591
2023-05-23 12:38:30,590:INFO:Epoch: 1, Validation Loss: 1.3109
2023-05-23 12:39:26,633:INFO:Epoch: 2, Training Loss: 1.3274
2023-05-23 12:39:30,261:INFO:Epoch: 2, Validation Loss: 1.2892
2023-05-23 12:40:22,613:INFO:Epoch: 3, Training Loss: 1.3091
2023-05-23 12:40:26,974:INFO:Epoch: 3, Validation Loss: 1.2454
2023-05-23 12:41:18,860:INFO:Epoch: 4, Training Loss: 1.2980
2023-05-23 12:41:22,300:INFO:Epoch: 4, Validation Loss: 1.2221
2023-05-23 12:42:14,718:INFO:Epoch: 5, Training Loss: 1.2942
2023-05-23 12:42:18,343:INFO:Epoch: 5, Validation Loss: 1.2847
2023-05-23 12:43:11,588:INFO:Epoch: 6, Training Loss: 1.2884
2023-05-23 12:43:15,100:INFO:Epoch: 6, Validation Loss: 1.2450
2023-05-23 12:44:21,406:INFO:Epoch: 7, Training Loss: 1.3053
2023-05-23 12:44:26,158:INFO:Epoch: 7, Validation Loss: 1.2698
2023-05-23 12:45:29,112:INFO:Epoch: 8, Training Loss: 1.3082
2023-05-23 12:45:33,640:INFO:Epoch: 8, Validation Loss: 1.3133
2023-05-23 12:46:32,909:INFO:Epoch: 9, Training Loss: 1.3029
2023-05-23 12:46:36,464:INFO:Epoch: 9, Validation Loss: 1.3334
2023-05-23 12:47:29,080:INFO:Epoch: 10, Training Loss: 1.3063
2023-05-23 12:47:32,809:INFO:Epoch: 10, Validation Loss: 1.2740
2023-05-23 12:48:26,077:INFO:Epoch: 11, Training Loss: 1.3026
2023-05-23 12:48:29,635:INFO:Epoch: 11, Validation Loss: 1.3336
2023-05-23 12:49:22,937:INFO:Epoch: 12, Training Loss: 1.2836
2023-05-23 12:49:26,534:INFO:Epoch: 12, Validation Loss: 1.3033
2023-05-23 12:50:20,197:INFO:Epoch: 13, Training Loss: 1.2733
2023-05-23 12:50:23,972:INFO:Epoch: 13, Validation Loss: 1.2362
2023-05-23 12:51:18,616:INFO:Epoch: 14, Training Loss: 1.2745
2023-05-23 12:51:22,288:INFO:Epoch: 14, Validation Loss: 1.3472
2023-05-23 12:52:18,072:INFO:Epoch: 15, Training Loss: 1.2741
2023-05-23 12:52:21,700:INFO:Epoch: 15, Validation Loss: 1.1920
2023-05-23 12:53:18,334:INFO:Epoch: 16, Training Loss: 1.2696
2023-05-23 12:53:22,066:INFO:Epoch: 16, Validation Loss: 1.2843
2023-05-23 12:54:20,734:INFO:Epoch: 17, Training Loss: 1.2805
2023-05-23 12:54:25,509:INFO:Epoch: 17, Validation Loss: 1.1829
2023-05-23 12:55:24,649:INFO:Epoch: 18, Training Loss: 1.2860
2023-05-23 12:55:28,262:INFO:Epoch: 18, Validation Loss: 1.3099
2023-05-23 12:56:25,599:INFO:Epoch: 19, Training Loss: 1.2742
2023-05-23 12:56:29,071:INFO:Epoch: 19, Validation Loss: 1.2120
2023-05-23 12:57:24,528:INFO:Epoch: 20, Training Loss: 1.2658
2023-05-23 12:57:27,910:INFO:Epoch: 20, Validation Loss: 1.2524
2023-05-23 12:58:26,895:INFO:Epoch: 21, Training Loss: 1.2763
2023-05-23 12:58:30,589:INFO:Epoch: 21, Validation Loss: 1.2668
2023-05-23 12:59:26,533:INFO:Epoch: 22, Training Loss: 1.2767
2023-05-23 12:59:30,039:INFO:Epoch: 22, Validation Loss: 1.3374
2023-05-23 13:00:22,934:INFO:Epoch: 23, Training Loss: 1.2783
2023-05-23 13:00:26,483:INFO:Epoch: 23, Validation Loss: 1.2276
2023-05-23 13:01:20,297:INFO:Epoch: 24, Training Loss: 1.2989
2023-05-23 13:01:23,901:INFO:Epoch: 24, Validation Loss: 1.2980
2023-05-23 13:02:22,276:INFO:Epoch: 25, Training Loss: 1.2773
2023-05-23 13:02:26,405:INFO:Epoch: 25, Validation Loss: 1.1802
2023-05-23 13:03:26,441:INFO:Epoch: 26, Training Loss: 1.2905
2023-05-23 13:03:30,464:INFO:Epoch: 26, Validation Loss: 1.2690
2023-05-23 13:04:30,255:INFO:Epoch: 27, Training Loss: 1.2847
2023-05-23 13:04:34,046:INFO:Epoch: 27, Validation Loss: 1.2398
2023-05-23 13:05:33,725:INFO:Epoch: 28, Training Loss: 1.2757
2023-05-23 13:05:37,674:INFO:Epoch: 28, Validation Loss: 1.2125
2023-05-23 13:06:41,487:INFO:Epoch: 29, Training Loss: 1.2713
2023-05-23 13:06:46,001:INFO:Epoch: 29, Validation Loss: 1.2848
2023-05-23 13:07:48,135:INFO:Epoch: 30, Training Loss: 1.2770
2023-05-23 13:07:51,719:INFO:Epoch: 30, Validation Loss: 1.3400
2023-05-23 13:08:46,639:INFO:Epoch: 31, Training Loss: 1.2984
2023-05-23 13:08:50,069:INFO:Epoch: 31, Validation Loss: 1.2506
2023-05-23 13:09:45,081:INFO:Epoch: 32, Training Loss: 1.2714
2023-05-23 13:09:48,573:INFO:Epoch: 32, Validation Loss: 1.2269
2023-05-23 13:10:41,966:INFO:Epoch: 33, Training Loss: 1.2891
2023-05-23 13:10:45,531:INFO:Epoch: 33, Validation Loss: 1.2065
2023-05-23 13:11:39,621:INFO:Epoch: 34, Training Loss: 1.2704
2023-05-23 13:11:43,128:INFO:Epoch: 34, Validation Loss: 1.2757
2023-05-23 13:12:36,011:INFO:Epoch: 35, Training Loss: 1.2729
2023-05-23 13:12:39,684:INFO:Epoch: 35, Validation Loss: 1.2796
2023-05-23 13:13:42,716:INFO:Epoch: 36, Training Loss: 1.2873
2023-05-23 13:13:46,411:INFO:Epoch: 36, Validation Loss: 1.1964
2023-05-23 13:14:39,020:INFO:Epoch: 37, Training Loss: 1.2929
2023-05-23 13:14:42,667:INFO:Epoch: 37, Validation Loss: 1.3008
2023-05-23 13:15:36,425:INFO:Epoch: 38, Training Loss: 1.2793
2023-05-23 13:15:40,017:INFO:Epoch: 38, Validation Loss: 1.3063
2023-05-23 13:16:36,257:INFO:Epoch: 39, Training Loss: 1.2968
2023-05-23 13:16:39,851:INFO:Epoch: 39, Validation Loss: 1.3256
2023-05-23 13:16:47,075:INFO:Test Loss: 1.2140
2023-05-23 13:17:02,385:INFO:{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'val_loss'}, 'parameters': {'batch_size': {'distribution': 'q_log_uniform_values', 'max': 256, 'min': 16, 'q': 8}, 'criterion': {'value': 'MSELoss()'}, 'epochs': {'values': [20, 40, 60, 80]}, 'hidden_dim_1': {'value': 64}, 'hidden_dim_2': {'value': 128}, 'hidden_dim_3': {'value': 32}, 'in_channels': {'value': 11}, 'lr': {'distribution': 'uniform', 'max': 0.1, 'min': 0}, 'optimizer': {'value': 'adam'}, 'out_channels': {'value': 1}}}
2023-05-23 13:17:02,577:INFO:GCN(
  (conv1): GCNConv(11, 64)
  (conv2): GCNConv(64, 128)
  (global_pool): MaxAggregation()
  (fc1): Linear(in_features=128, out_features=32, bias=True)
  (fc2): Linear(in_features=32, out_features=1, bias=True)
)
2023-05-23 13:18:26,060:INFO:Epoch: 0, Training Loss: 1.5123
2023-05-23 13:18:32,962:INFO:Epoch: 0, Validation Loss: 1.3777
2023-05-23 13:19:15,555:INFO:Epoch: 1, Training Loss: 1.4178
2023-05-23 13:19:18,864:INFO:Epoch: 1, Validation Loss: 1.5137
2023-05-23 13:20:02,841:INFO:Epoch: 2, Training Loss: 1.3747
2023-05-23 13:20:06,532:INFO:Epoch: 2, Validation Loss: 1.3921
2023-05-23 13:20:47,342:INFO:Epoch: 3, Training Loss: 1.3500
2023-05-23 13:20:50,438:INFO:Epoch: 3, Validation Loss: 1.3473
2023-05-23 13:21:31,393:INFO:Epoch: 4, Training Loss: 1.3153
2023-05-23 13:21:34,379:INFO:Epoch: 4, Validation Loss: 1.2946
2023-05-23 13:22:15,601:INFO:Epoch: 5, Training Loss: 1.3012
2023-05-23 13:22:18,684:INFO:Epoch: 5, Validation Loss: 1.3369
2023-05-23 13:23:01,633:INFO:Epoch: 6, Training Loss: 1.2912
2023-05-23 13:23:04,587:INFO:Epoch: 6, Validation Loss: 1.3262
2023-05-23 13:23:47,912:INFO:Epoch: 7, Training Loss: 1.2843
2023-05-23 13:23:50,909:INFO:Epoch: 7, Validation Loss: 1.2825
2023-05-23 13:24:32,465:INFO:Epoch: 8, Training Loss: 1.2768
2023-05-23 13:24:35,524:INFO:Epoch: 8, Validation Loss: 1.2949
