2023-05-19 10:45:37,751:INFO:{'in_channels': 11, 'out_channels': 1, 'hidden_dim_1': 64, 'hidden_dim_2': 128, 'hidden_dim_3': 32, 'lr': 0.001, 'batch_size': 50, 'num_epochs': 100, 'criterion': MSELoss()}
2023-05-19 10:46:39,374:INFO:{'in_channels': 11, 'out_channels': 1, 'hidden_dim_1': 64, 'hidden_dim_2': 128, 'hidden_dim_3': 32, 'lr': 0.001, 'batch_size': 128, 'num_epochs': 100, 'criterion': MSELoss()}
2023-05-19 10:47:26,445:INFO:GNNModel(
  (gnn): GNN()
  (global_pool): MaxAggregation()
  (fc1): Linear(in_features=64, out_features=32, bias=True)
2023-05-19 11:00:55,602:INFO:Epoch: 28, Validation Loss: 1.0562
2023-05-19 11:01:17,268:INFO:Epoch: 29, Training Loss: 1.0679
2023-05-19 11:01:18,935:INFO:Epoch: 29, Validation Loss: 1.0676
2023-05-19 11:01:43,615:INFO:Epoch: 30, Training Loss: 1.0627
2023-05-19 11:01:45,974:INFO:Epoch: 30, Validation Loss: 1.0729
2023-05-19 11:02:12,959:INFO:Epoch: 31, Training Loss: 1.0670
2023-05-19 11:02:14,605:INFO:Epoch: 31, Validation Loss: 1.0570
2023-05-19 11:02:37,173:INFO:Epoch: 32, Training Loss: 1.0626
2023-05-19 11:02:38,825:INFO:Epoch: 32, Validation Loss: 1.0665
2023-05-19 11:03:01,624:INFO:Epoch: 33, Training Loss: 1.0592
2023-05-19 11:03:03,350:INFO:Epoch: 33, Validation Loss: 1.0733
2023-05-19 11:03:26,675:INFO:Epoch: 34, Training Loss: 1.0616
2023-05-19 11:03:28,406:INFO:Epoch: 34, Validation Loss: 1.0528
2023-05-19 11:03:50,210:INFO:Epoch: 35, Training Loss: 1.0582
2023-05-19 11:03:51,916:INFO:Epoch: 35, Validation Loss: 1.0496
2023-05-19 11:04:16,790:INFO:Epoch: 36, Training Loss: 1.0594
2023-05-19 11:04:18,821:INFO:Epoch: 36, Validation Loss: 1.0795
2023-05-19 11:04:44,602:INFO:Epoch: 37, Training Loss: 1.0566
2023-05-19 11:04:46,991:INFO:Epoch: 37, Validation Loss: 1.0518
2023-05-19 11:05:10,853:INFO:Epoch: 38, Training Loss: 1.0567
2023-05-19 11:05:12,589:INFO:Epoch: 38, Validation Loss: 1.0534
2023-05-19 11:05:34,994:INFO:Epoch: 39, Training Loss: 1.0553
2023-05-19 11:05:36,715:INFO:Epoch: 39, Validation Loss: 1.0798
2023-05-19 11:05:59,598:INFO:Epoch: 40, Training Loss: 1.0537
2023-05-19 11:06:01,291:INFO:Epoch: 40, Validation Loss: 1.0526
2023-05-19 11:06:23,399:INFO:Epoch: 41, Training Loss: 1.0521
2023-05-19 11:06:25,119:INFO:Epoch: 41, Validation Loss: 1.0488
2023-05-19 11:06:47,692:INFO:Epoch: 42, Training Loss: 1.0482
2023-05-19 11:06:49,546:INFO:Epoch: 42, Validation Loss: 1.0547
2023-05-19 11:07:12,331:INFO:Epoch: 43, Training Loss: 1.0484
2023-05-19 11:07:14,004:INFO:Epoch: 43, Validation Loss: 1.0560
2023-05-19 11:07:36,958:INFO:Epoch: 44, Training Loss: 1.0466
2023-05-19 11:07:38,706:INFO:Epoch: 44, Validation Loss: 1.0775
2023-05-19 11:08:03,843:INFO:Epoch: 45, Training Loss: 1.0489
2023-05-19 11:08:06,271:INFO:Epoch: 45, Validation Loss: 1.0506
2023-05-19 11:08:36,347:INFO:Epoch: 46, Training Loss: 1.0480
2023-05-19 11:08:38,117:INFO:Epoch: 46, Validation Loss: 1.0482
2023-05-19 11:09:03,186:INFO:Epoch: 47, Training Loss: 1.0468
2023-05-19 11:09:05,232:INFO:Epoch: 47, Validation Loss: 1.0437
2023-05-19 11:09:31,240:INFO:Epoch: 48, Training Loss: 1.0451
2023-05-19 11:09:32,916:INFO:Epoch: 48, Validation Loss: 1.0565
2023-05-19 11:09:55,803:INFO:Epoch: 49, Training Loss: 1.0460
2023-05-19 11:09:57,658:INFO:Epoch: 49, Validation Loss: 1.0448
2023-05-19 11:10:22,560:INFO:Epoch: 50, Training Loss: 1.0455
2023-05-19 11:10:24,274:INFO:Epoch: 50, Validation Loss: 1.0604
2023-05-19 11:10:46,574:INFO:Epoch: 51, Training Loss: 1.0418
2023-05-19 11:10:48,275:INFO:Epoch: 51, Validation Loss: 1.0568
2023-05-19 11:11:09,938:INFO:Epoch: 52, Training Loss: 1.0414
2023-05-19 11:11:11,609:INFO:Epoch: 52, Validation Loss: 1.0374
2023-05-19 11:11:33,916:INFO:Epoch: 53, Training Loss: 1.0408
2023-05-19 11:11:35,702:INFO:Epoch: 53, Validation Loss: 1.1339
2023-05-19 11:11:59,759:INFO:Epoch: 54, Training Loss: 1.0442
2023-05-19 11:12:01,473:INFO:Epoch: 54, Validation Loss: 1.0449
2023-05-19 11:12:23,387:INFO:Epoch: 55, Training Loss: 1.0428
2023-05-19 11:12:25,148:INFO:Epoch: 55, Validation Loss: 1.0441
2023-05-19 11:12:47,542:INFO:Epoch: 56, Training Loss: 1.0367
2023-05-19 11:12:49,208:INFO:Epoch: 56, Validation Loss: 1.0446
2023-05-19 11:13:11,780:INFO:Epoch: 57, Training Loss: 1.0405
2023-05-19 11:13:13,464:INFO:Epoch: 57, Validation Loss: 1.0375
2023-05-19 11:13:36,783:INFO:Epoch: 58, Training Loss: 1.0359
2023-05-19 11:13:38,447:INFO:Epoch: 58, Validation Loss: 1.0522
2023-05-19 11:14:03,751:INFO:Epoch: 59, Training Loss: 1.0352
2023-05-19 11:14:05,756:INFO:Epoch: 59, Validation Loss: 1.0630
2023-05-19 11:14:28,277:INFO:Epoch: 60, Training Loss: 1.0348
2023-05-19 11:14:30,023:INFO:Epoch: 60, Validation Loss: 1.0775
2023-05-19 11:14:52,565:INFO:Epoch: 61, Training Loss: 1.0373
2023-05-19 11:14:54,723:INFO:Epoch: 61, Validation Loss: 1.1169
2023-05-19 11:15:19,892:INFO:Epoch: 62, Training Loss: 1.0314
2023-05-19 11:15:21,711:INFO:Epoch: 62, Validation Loss: 1.0321
2023-05-19 11:15:43,862:INFO:Epoch: 63, Training Loss: 1.0325
2023-05-19 11:15:45,998:INFO:Epoch: 63, Validation Loss: 1.0605
2023-05-19 11:16:08,692:INFO:Epoch: 64, Training Loss: 1.0310
2023-05-19 11:16:10,432:INFO:Epoch: 64, Validation Loss: 1.0683
2023-05-19 11:16:33,047:INFO:Epoch: 65, Training Loss: 1.0318
2023-05-19 11:16:34,766:INFO:Epoch: 65, Validation Loss: 1.0366
2023-05-19 11:16:56,757:INFO:Epoch: 66, Training Loss: 1.0293
2023-05-19 11:16:58,552:INFO:Epoch: 66, Validation Loss: 1.0382
2023-05-19 11:17:20,776:INFO:Epoch: 67, Training Loss: 1.0283
2023-05-19 11:17:22,554:INFO:Epoch: 67, Validation Loss: 1.0312
2023-05-19 11:17:51,653:INFO:Epoch: 68, Training Loss: 1.0317
2023-05-19 11:17:53,490:INFO:Epoch: 68, Validation Loss: 1.0494
2023-05-19 11:18:15,954:INFO:Epoch: 69, Training Loss: 1.0272
2023-05-19 11:18:17,625:INFO:Epoch: 69, Validation Loss: 1.0381
2023-05-19 11:18:40,280:INFO:Epoch: 70, Training Loss: 1.0271
2023-05-19 11:18:42,049:INFO:Epoch: 70, Validation Loss: 1.0423
2023-05-19 11:19:05,991:INFO:Epoch: 71, Training Loss: 1.0271
2023-05-19 11:19:07,886:INFO:Epoch: 71, Validation Loss: 1.0287
2023-05-19 11:19:32,172:INFO:Epoch: 72, Training Loss: 1.0287
2023-05-19 11:19:34,047:INFO:Epoch: 72, Validation Loss: 1.0951
2023-05-19 11:20:02,579:INFO:Epoch: 73, Training Loss: 1.0239
2023-05-19 11:20:05,097:INFO:Epoch: 73, Validation Loss: 1.0238
2023-05-19 11:20:30,803:INFO:Epoch: 74, Training Loss: 1.0237
2023-05-19 11:20:32,664:INFO:Epoch: 74, Validation Loss: 1.0364
2023-05-19 11:20:57,961:INFO:Epoch: 75, Training Loss: 1.0256
2023-05-19 11:21:00,018:INFO:Epoch: 75, Validation Loss: 1.0311
2023-05-19 11:21:25,037:INFO:Epoch: 76, Training Loss: 1.0239
2023-05-19 11:21:27,398:INFO:Epoch: 76, Validation Loss: 1.0292
2023-05-19 11:21:51,777:INFO:Epoch: 77, Training Loss: 1.0229
2023-05-19 11:21:53,541:INFO:Epoch: 77, Validation Loss: 1.0273
2023-05-19 11:22:18,634:INFO:Epoch: 78, Training Loss: 1.0202
2023-05-19 11:22:20,634:INFO:Epoch: 78, Validation Loss: 1.0193
2023-05-19 11:22:46,818:INFO:Epoch: 79, Training Loss: 1.0246
2023-05-19 11:22:48,664:INFO:Epoch: 79, Validation Loss: 1.0304
2023-05-19 11:23:12,490:INFO:Epoch: 80, Training Loss: 1.0180
2023-05-19 11:23:14,330:INFO:Epoch: 80, Validation Loss: 1.0309
2023-05-19 11:23:39,654:INFO:Epoch: 81, Training Loss: 1.0199
2023-05-19 11:23:41,415:INFO:Epoch: 81, Validation Loss: 1.0267
2023-05-19 11:24:05,866:INFO:Epoch: 82, Training Loss: 1.0196
2023-05-19 11:24:07,566:INFO:Epoch: 82, Validation Loss: 1.0199
2023-05-19 11:24:30,638:INFO:Epoch: 83, Training Loss: 1.0183
2023-05-19 11:24:32,723:INFO:Epoch: 83, Validation Loss: 1.0235
2023-05-19 11:24:59,955:INFO:Epoch: 84, Training Loss: 1.0195
2023-05-19 11:25:01,907:INFO:Epoch: 84, Validation Loss: 1.0245
2023-05-19 11:25:27,866:INFO:Epoch: 85, Training Loss: 1.0202
2023-05-19 11:25:29,599:INFO:Epoch: 85, Validation Loss: 1.0309
2023-05-19 11:25:52,901:INFO:Epoch: 86, Training Loss: 1.0146
2023-05-19 11:25:54,727:INFO:Epoch: 86, Validation Loss: 1.0165
2023-05-19 11:26:18,194:INFO:Epoch: 87, Training Loss: 1.0129
2023-05-19 11:26:19,944:INFO:Epoch: 87, Validation Loss: 1.0161
2023-05-19 11:26:42,156:INFO:Epoch: 88, Training Loss: 1.0101
2023-05-19 11:26:43,909:INFO:Epoch: 88, Validation Loss: 1.0144
2023-05-19 11:27:07,282:INFO:Epoch: 89, Training Loss: 1.0104
2023-05-19 11:27:09,221:INFO:Epoch: 89, Validation Loss: 1.0216
2023-05-19 11:27:33,313:INFO:Epoch: 90, Training Loss: 1.0101
2023-05-19 11:27:35,327:INFO:Epoch: 90, Validation Loss: 1.0179
2023-05-19 11:27:59,064:INFO:Epoch: 91, Training Loss: 1.0075
2023-05-19 11:28:00,826:INFO:Epoch: 91, Validation Loss: 1.0186
2023-05-19 11:28:26,088:INFO:Epoch: 92, Training Loss: 1.0086
2023-05-19 11:28:28,403:INFO:Epoch: 92, Validation Loss: 1.0179
2023-05-19 11:28:52,700:INFO:Epoch: 93, Training Loss: 1.0069
2023-05-19 11:28:54,383:INFO:Epoch: 93, Validation Loss: 1.0080
2023-05-19 11:29:16,030:INFO:Epoch: 94, Training Loss: 1.0086
2023-05-19 11:29:17,715:INFO:Epoch: 94, Validation Loss: 1.0182
2023-05-19 11:29:40,272:INFO:Epoch: 95, Training Loss: 1.0036
2023-05-19 11:29:41,954:INFO:Epoch: 95, Validation Loss: 1.0123
2023-05-19 11:30:03,508:INFO:Epoch: 96, Training Loss: 1.0022
2023-05-19 11:30:05,223:INFO:Epoch: 96, Validation Loss: 1.0097
2023-05-19 11:30:27,145:INFO:Epoch: 97, Training Loss: 1.0046
2023-05-19 11:30:28,842:INFO:Epoch: 97, Validation Loss: 1.0163
2023-05-19 11:30:50,567:INFO:Epoch: 98, Training Loss: 1.0019
2023-05-19 11:30:52,243:INFO:Epoch: 98, Validation Loss: 1.0194
2023-05-19 11:31:13,495:INFO:Epoch: 99, Training Loss: 1.0013
2023-05-19 11:31:15,193:INFO:Epoch: 99, Validation Loss: 1.0633
2023-05-19 11:40:56,967:INFO:Training time: 3191.135070323944
2023-05-19 11:40:58,352:INFO:Test Loss before training: 12.2103
2023-05-19 11:40:58,352:INFO:Test Loss after training: 0.9688
2023-05-19 13:38:38,084:INFO:Test Loss before training: 12.2103
2023-05-19 13:38:38,084:INFO:Test Loss after training: 0.9688
