2023-05-18 10:18:24,039:INFO:root:{'in_channels': 11, 'out_channels': 1, 'hidden_dim_1': 64, 'hidden_dim_2': 128, 'hidden_dim_3': 32, 'lr': 0.001, 'batch_size': 20, 'num_epochs': 100, 'processing_steps': 10, 'criterion': MSELoss(), 'nnconv_aggr': 'mean'}
2023-05-18 10:18:57,148:INFO:root:GNNModel(
  (conv1): NNConv(11, 64, aggr=mean, nn=Sequential(
    (0): Linear(in_features=5, out_features=128, bias=True)
2023-05-18 11:13:39,600:INFO:root:Epoch: 29, Training Loss: 0.7621
2023-05-18 11:13:44,499:INFO:root:Epoch: 29, Validation Loss: 0.7811
2023-05-18 11:15:21,525:INFO:root:Epoch: 30, Training Loss: 0.7579
2023-05-18 11:15:26,065:INFO:root:Epoch: 30, Validation Loss: 0.7981
2023-05-18 11:17:05,915:INFO:root:Epoch: 31, Training Loss: 0.7581
2023-05-18 11:17:10,935:INFO:root:Epoch: 31, Validation Loss: 0.7394
2023-05-18 11:18:51,057:INFO:root:Epoch: 32, Training Loss: 0.7547
2023-05-18 11:18:55,558:INFO:root:Epoch: 32, Validation Loss: 0.7640
2023-05-18 11:20:35,872:INFO:root:Epoch: 33, Training Loss: 0.7512
2023-05-18 11:20:40,594:INFO:root:Epoch: 33, Validation Loss: 0.7764
2023-05-18 11:22:15,182:INFO:root:Epoch: 34, Training Loss: 0.7494
2023-05-18 11:22:19,920:INFO:root:Epoch: 34, Validation Loss: 0.7648
2023-05-18 11:23:58,240:INFO:root:Epoch: 35, Training Loss: 0.7495
2023-05-18 11:24:02,973:INFO:root:Epoch: 35, Validation Loss: 0.7453
2023-05-18 11:25:38,989:INFO:root:Epoch: 36, Training Loss: 0.7472
2023-05-18 11:25:43,604:INFO:root:Epoch: 36, Validation Loss: 0.7457
2023-05-18 11:27:19,882:INFO:root:Epoch: 37, Training Loss: 0.7449
2023-05-18 11:27:25,428:INFO:root:Epoch: 37, Validation Loss: 0.7475
2023-05-18 11:29:11,918:INFO:root:Epoch: 38, Training Loss: 0.7425
2023-05-18 11:29:18,004:INFO:root:Epoch: 38, Validation Loss: 0.7415
2023-05-18 11:31:03,027:INFO:root:Epoch: 39, Training Loss: 0.7418
2023-05-18 11:31:08,029:INFO:root:Epoch: 39, Validation Loss: 0.7523
2023-05-18 11:32:49,046:INFO:root:Epoch: 40, Training Loss: 0.7405
2023-05-18 11:32:53,623:INFO:root:Epoch: 40, Validation Loss: 0.7529
2023-05-18 11:34:33,479:INFO:root:Epoch: 41, Training Loss: 0.7375
2023-05-18 11:34:38,194:INFO:root:Epoch: 41, Validation Loss: 0.7486
2023-05-18 11:36:16,621:INFO:root:Epoch: 42, Training Loss: 0.7367
2023-05-18 11:36:21,277:INFO:root:Epoch: 42, Validation Loss: 0.7334
2023-05-18 11:38:00,396:INFO:root:Epoch: 43, Training Loss: 0.7348
2023-05-18 11:38:06,194:INFO:root:Epoch: 43, Validation Loss: 0.7307
2023-05-18 11:39:54,503:INFO:root:Epoch: 44, Training Loss: 0.7337
2023-05-18 11:39:59,185:INFO:root:Epoch: 44, Validation Loss: 0.7641
2023-05-18 11:41:33,779:INFO:root:Epoch: 45, Training Loss: 0.7329
2023-05-18 11:41:38,249:INFO:root:Epoch: 45, Validation Loss: 0.7462
2023-05-18 11:43:16,496:INFO:root:Epoch: 46, Training Loss: 0.7304
2023-05-18 11:43:22,657:INFO:root:Epoch: 46, Validation Loss: 0.7385
2023-05-18 11:45:31,675:INFO:root:Epoch: 47, Training Loss: 0.7319
2023-05-18 11:45:37,975:INFO:root:Epoch: 47, Validation Loss: 0.7404
2023-05-18 11:47:35,435:INFO:root:Epoch: 48, Training Loss: 0.7325
2023-05-18 11:47:40,484:INFO:root:Epoch: 48, Validation Loss: 0.7270
2023-05-18 11:49:35,219:INFO:root:Epoch: 49, Training Loss: 0.7273
2023-05-18 11:49:42,144:INFO:root:Epoch: 49, Validation Loss: 0.7226
2023-05-18 11:51:28,394:INFO:root:Epoch: 50, Training Loss: 0.7273
2023-05-18 11:51:33,627:INFO:root:Epoch: 50, Validation Loss: 0.7250
2023-05-18 11:53:11,827:INFO:root:Epoch: 51, Training Loss: 0.7262
2023-05-18 11:53:16,604:INFO:root:Epoch: 51, Validation Loss: 0.7234
2023-05-18 11:54:59,517:INFO:root:Epoch: 52, Training Loss: 0.7245
2023-05-18 11:55:04,208:INFO:root:Epoch: 52, Validation Loss: 0.7220
2023-05-18 11:56:38,303:INFO:root:Epoch: 53, Training Loss: 0.7251
2023-05-18 11:56:42,992:INFO:root:Epoch: 53, Validation Loss: 0.7475
2023-05-18 11:58:20,841:INFO:root:Epoch: 54, Training Loss: 0.7216
2023-05-18 11:58:25,541:INFO:root:Epoch: 54, Validation Loss: 0.7426
2023-05-18 12:00:03,713:INFO:root:Epoch: 55, Training Loss: 0.7198
2023-05-18 12:00:08,584:INFO:root:Epoch: 55, Validation Loss: 0.7489
2023-05-18 12:01:45,476:INFO:root:Epoch: 56, Training Loss: 0.7185
2023-05-18 12:01:50,114:INFO:root:Epoch: 56, Validation Loss: 0.7359
2023-05-18 12:03:23,836:INFO:root:Epoch: 57, Training Loss: 0.7189
2023-05-18 12:03:28,535:INFO:root:Epoch: 57, Validation Loss: 0.7566
2023-05-18 12:05:00,095:INFO:root:Epoch: 58, Training Loss: 0.7183
2023-05-18 12:05:04,601:INFO:root:Epoch: 58, Validation Loss: 0.7456
2023-05-18 12:06:35,665:INFO:root:Epoch: 59, Training Loss: 0.7193
2023-05-18 12:06:39,928:INFO:root:Epoch: 59, Validation Loss: 0.7411
2023-05-18 12:08:08,815:INFO:root:Epoch: 60, Training Loss: 0.7170
2023-05-18 12:08:13,085:INFO:root:Epoch: 60, Validation Loss: 0.7339
2023-05-18 12:09:44,348:INFO:root:Epoch: 61, Training Loss: 0.7169
2023-05-18 12:09:48,652:INFO:root:Epoch: 61, Validation Loss: 0.7412
2023-05-18 12:11:21,414:INFO:root:Epoch: 62, Training Loss: 0.7152
2023-05-18 12:11:25,960:INFO:root:Epoch: 62, Validation Loss: 0.7552
2023-05-18 12:12:58,403:INFO:root:Epoch: 63, Training Loss: 0.7117
2023-05-18 12:13:02,800:INFO:root:Epoch: 63, Validation Loss: 0.7251
2023-05-18 12:14:36,837:INFO:root:Epoch: 64, Training Loss: 0.7115
2023-05-18 12:14:41,610:INFO:root:Epoch: 64, Validation Loss: 0.7192
2023-05-18 12:16:14,148:INFO:root:Epoch: 65, Training Loss: 0.7115
2023-05-18 12:16:18,563:INFO:root:Epoch: 65, Validation Loss: 0.7123
2023-05-18 12:17:48,496:INFO:root:Epoch: 66, Training Loss: 0.7100
2023-05-18 12:17:52,827:INFO:root:Epoch: 66, Validation Loss: 0.7121
2023-05-18 12:19:23,318:INFO:root:Epoch: 67, Training Loss: 0.7097
2023-05-18 12:19:27,633:INFO:root:Epoch: 67, Validation Loss: 0.7246
2023-05-18 12:20:57,480:INFO:root:Epoch: 68, Training Loss: 0.7076
2023-05-18 12:21:01,837:INFO:root:Epoch: 68, Validation Loss: 0.7416
2023-05-18 12:22:31,850:INFO:root:Epoch: 69, Training Loss: 0.7085
2023-05-18 12:22:36,225:INFO:root:Epoch: 69, Validation Loss: 0.7355
2023-05-18 12:24:08,009:INFO:root:Epoch: 70, Training Loss: 0.7069
2023-05-18 12:24:12,036:INFO:root:Epoch: 70, Validation Loss: 0.7214
2023-05-18 12:25:44,449:INFO:root:Epoch: 71, Training Loss: 0.7066
2023-05-18 12:25:48,996:INFO:root:Epoch: 71, Validation Loss: 0.7149
2023-05-18 12:27:21,492:INFO:root:Epoch: 72, Training Loss: 0.7033
2023-05-18 12:27:26,183:INFO:root:Epoch: 72, Validation Loss: 0.7189
2023-05-18 12:28:57,647:INFO:root:Epoch: 73, Training Loss: 0.7056
2023-05-18 12:29:02,624:INFO:root:Epoch: 73, Validation Loss: 0.7259
2023-05-18 12:30:36,990:INFO:root:Epoch: 74, Training Loss: 0.7038
2023-05-18 12:30:41,675:INFO:root:Epoch: 74, Validation Loss: 0.7200
2023-05-18 12:32:12,387:INFO:root:Epoch: 75, Training Loss: 0.7005
2023-05-18 12:32:16,702:INFO:root:Epoch: 75, Validation Loss: 0.7234
2023-05-18 12:33:46,096:INFO:root:Epoch: 76, Training Loss: 0.6995
2023-05-18 12:33:50,395:INFO:root:Epoch: 76, Validation Loss: 0.7261
2023-05-18 12:35:29,812:INFO:root:Epoch: 77, Training Loss: 0.7013
2023-05-18 12:35:34,342:INFO:root:Epoch: 77, Validation Loss: 0.7137
2023-05-18 12:37:03,976:INFO:root:Epoch: 78, Training Loss: 0.7025
2023-05-18 12:37:08,321:INFO:root:Epoch: 78, Validation Loss: 0.7331
2023-05-18 12:38:38,252:INFO:root:Epoch: 79, Training Loss: 0.7012
2023-05-18 12:38:42,626:INFO:root:Epoch: 79, Validation Loss: 0.7075
2023-05-18 12:40:22,104:INFO:root:Epoch: 80, Training Loss: 0.6995
2023-05-18 12:40:27,799:INFO:root:Epoch: 80, Validation Loss: 0.7389
2023-05-18 12:42:05,637:INFO:root:Epoch: 81, Training Loss: 0.6991
2023-05-18 12:42:09,782:INFO:root:Epoch: 81, Validation Loss: 0.7189
2023-05-18 12:43:54,932:INFO:root:Epoch: 82, Training Loss: 0.6984
2023-05-18 12:44:01,093:INFO:root:Epoch: 82, Validation Loss: 0.7770
2023-05-18 12:45:48,848:INFO:root:Epoch: 83, Training Loss: 0.6990
2023-05-18 12:45:53,164:INFO:root:Epoch: 83, Validation Loss: 0.7233
2023-05-18 12:47:22,287:INFO:root:Epoch: 84, Training Loss: 0.6994
2023-05-18 12:47:26,712:INFO:root:Epoch: 84, Validation Loss: 0.7227
2023-05-18 12:48:55,821:INFO:root:Epoch: 85, Training Loss: 0.6955
2023-05-18 12:48:59,956:INFO:root:Epoch: 85, Validation Loss: 0.7213
2023-05-18 12:50:30,405:INFO:root:Epoch: 86, Training Loss: 0.6953
2023-05-18 12:50:34,744:INFO:root:Epoch: 86, Validation Loss: 0.7390
2023-05-18 12:52:04,566:INFO:root:Epoch: 87, Training Loss: 0.6962
2023-05-18 12:52:08,874:INFO:root:Epoch: 87, Validation Loss: 0.7269
2023-05-18 12:53:40,385:INFO:root:Epoch: 88, Training Loss: 0.6948
2023-05-18 12:53:44,904:INFO:root:Epoch: 88, Validation Loss: 0.7024
2023-05-18 12:55:17,632:INFO:root:Epoch: 89, Training Loss: 0.6946
2023-05-18 12:55:21,957:INFO:root:Epoch: 89, Validation Loss: 0.7214
2023-05-18 12:56:54,498:INFO:root:Epoch: 90, Training Loss: 0.6937
2023-05-18 12:56:59,119:INFO:root:Epoch: 90, Validation Loss: 0.7219
2023-05-18 12:58:32,683:INFO:root:Epoch: 91, Training Loss: 0.6934
2023-05-18 12:58:37,126:INFO:root:Epoch: 91, Validation Loss: 0.7316
2023-05-18 13:00:07,724:INFO:root:Epoch: 92, Training Loss: 0.6944
2023-05-18 13:00:12,072:INFO:root:Epoch: 92, Validation Loss: 0.7214
2023-05-18 13:01:42,403:INFO:root:Epoch: 93, Training Loss: 0.6938
2023-05-18 13:01:47,005:INFO:root:Epoch: 93, Validation Loss: 0.7107
2023-05-18 13:03:20,839:INFO:root:Epoch: 94, Training Loss: 0.6924
2023-05-18 13:03:25,115:INFO:root:Epoch: 94, Validation Loss: 0.7576
2023-05-18 13:05:10,317:INFO:root:Epoch: 95, Training Loss: 0.6930
2023-05-18 13:05:14,972:INFO:root:Epoch: 95, Validation Loss: 0.7200
2023-05-18 13:06:55,442:INFO:root:Epoch: 96, Training Loss: 0.6927
2023-05-18 13:07:00,328:INFO:root:Epoch: 96, Validation Loss: 0.7177
2023-05-18 13:08:41,879:INFO:root:Epoch: 97, Training Loss: 0.6901
2023-05-18 13:08:46,748:INFO:root:Epoch: 97, Validation Loss: 0.7179
2023-05-18 13:10:29,280:INFO:root:Epoch: 98, Training Loss: 0.6923
2023-05-18 13:10:34,240:INFO:root:Epoch: 98, Validation Loss: 0.7067
2023-05-18 13:12:17,205:INFO:root:Epoch: 99, Training Loss: 0.6915
2023-05-18 13:12:22,016:INFO:root:Epoch: 99, Validation Loss: 0.7082
2023-05-18 13:12:22,017:INFO:root:Training time: 10378.600487232208
2023-05-18 13:12:26,717:INFO:root:Test Loss before training: 8.4049
2023-05-18 13:12:26,717:INFO:root:Test Loss after training: 0.6803
